Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Transcript count	Gene type
ENSG00000187288	3	9866711	9880255	CIDEC	10	protein_coding
ENSG00000171135	3	9890574	9894349	JAGN1	2	protein_coding
ENSG00000163701	3	9902612	9916402	IL17RE	11	protein_coding
ENSG00000163702	3	9917074	9933630	IL17RC	47	protein_coding
ENSG00000288550	3	9917116	9945385		9	protein_coding
ENSG00000212327	3	9919051	9919153	RNU6-882P	1	snRNA
ENSG00000163703	3	9933793	9945413	CRELD1	74	protein_coding
ENSG00000163704	3	9939450	9952408	PRRT3	5	protein_coding
ENSG00000230082	3	9947319	9954793	PRRT3-AS1	6	lncRNA
ENSG00000269982	3	9958717	9962539		1	lncRNA
ENSG00000125037	3	9962682	10011202	EMC3	8	protein_coding
ENSG00000291224	3	9986882	10007004		22	lncRNA
ENSG00000296845	3	9986903	10000002		1	lncRNA
ENSG00000180385	3	9987904	9994331	EMC3-AS1	1	transcribed_unprocessed_pseudogene
ENSG00000304187	4	33222	51437		2	lncRNA
ENSG00000292991	4	49096	49956		1	lncRNA
ENSG00000248302	4	49554	50124	BNIP3P41	1	transcribed_processed_pseudogene
ENSG00000272602	4	53286	88208	ZNF595	5	protein_coding
ENSG00000289361	4	89940	91488		1	lncRNA
ENSG00000250238	4	105959	107114	WEE1P1	1	processed_pseudogene
ENSG00000302042	4	113551	121313		1	lncRNA
ENSG00000250312	4	124501	202303	ZNF718	3	protein_coding
ENSG00000275426	4	149738	150317		1	lncRNA
ENSG00000250892	4	201409	205009		1	unprocessed_pseudogene
ENSG00000290382	4	212578	255985	ZNF876P	5	lncRNA
ENSG00000198155	4	218650	254841	ZNF876P	1	transcribed_unprocessed_pseudogene
ENSG00000251188	4	268982	269531		1	processed_pseudogene
ENSG00000251689	4	269866	270175		1	processed_pseudogene
ENSG00000186777	4	270675	305474	ZNF732	1	protein_coding
ENSG00000286705	4	307335	337486		1	lncRNA
ENSG00000251535	4	336258	336786		1	processed_pseudogene
ENSG00000131127	4	337814	384868	ZNF141	6	protein_coding
ENSG00000248564	4	338097	338583		1	processed_pseudogene
ENSG00000250321	4	342821	342962		1	processed_pseudogene
ENSG00000207642	4	350157	350252	MIR571	1	miRNA
ENSG00000281016	4	386129	454070		4	lncRNA
ENSG00000249025	4	393534	393658	ZNF519P4	1	processed_pseudogene
ENSG00000272885	4	416118	416537		1	lncRNA
ENSG00000293360	4	425435	474129	ABCA11P	3	lncRNA
ENSG00000251595	4	425773	427882	ABCA11P	1	transcribed_processed_pseudogene
ENSG00000182903	4	425815	499156	ZNF721	6	protein_coding
ENSG00000174227	4	499210	540200	PIGG	26	protein_coding
ENSG00000273238	4	573880	576295	TMEM271	1	protein_coding
ENSG00000283183	4	576404	618108		52	lncRNA
ENSG00000133256	4	625573	670782	PDE6B	12	protein_coding
ENSG00000242686	4	652850	656213	PDE6B-AS1	4	lncRNA
ENSG00000272927	4	661209	664213		3	lncRNA
ENSG00000169020	4	672436	674330	ATP5ME	5	protein_coding
ENSG00000215375	4	673580	682028	MYL5	9	protein_coding
ENSG00000169026	4	681829	689271	SLC49A3	9	protein_coding
ENSG00000303375	4	687454	688019		1	lncRNA
ENSG00000185619	4	705748	770089	PCGF3	13	protein_coding
ENSG00000248416	4	722275	724034		1	lncRNA
ENSG00000272588	4	757022	757740		1	lncRNA
ENSG00000249592	4	760202	781874	PCGF3-AS1	20	lncRNA
ENSG00000168993	4	784957	826129	CPLX1	4	protein_coding
ENSG00000289983	4	789174	799902		2	lncRNA
ENSG00000260262	4	836512	837224		1	lncRNA
ENSG00000286205	4	843963	846294		1	lncRNA
ENSG00000178950	4	849276	932373	GAK	22	protein_coding
ENSG00000299406	4	868374	873509		5	lncRNA
ENSG00000127419	4	932387	958656	TMEM175	22	protein_coding
ENSG00000145214	4	958887	986895	DGKQ	5	protein_coding
ENSG00000145217	4	979073	993440	SLC26A1	5	protein_coding
ENSG00000127415	4	986997	1004564	IDUA	13	protein_coding
ENSG00000127418	4	1009936	1026898	FGFRL1	7	protein_coding
ENSG00000250259	4	1027678	1028972		1	lncRNA
ENSG00000294205	4	1033794	1051510		8	lncRNA
ENSG00000294257	4	1034894	1037854		1	lncRNA
ENSG00000294246	4	1038841	1043717		1	lncRNA
ENSG00000294226	4	1048801	1055835		6	lncRNA
ENSG00000294272	4	1055119	1057542		2	lncRNA
ENSG00000178222	4	1056250	1113564	RNF212	16	protein_coding
ENSG00000251639	4	1100016	1101558		1	processed_pseudogene
ENSG00000227189	4	1113612	1153725		4	lncRNA
ENSG00000306967	4	1114132	1191322		2	lncRNA
ENSG00000293496	4	1115195	1165219		6	lncRNA
ENSG00000215367	4	1115263	1153726	TMED11P	1	transcribed_unitary_pseudogene
ENSG00000212458	4	1118884	1119013		1	snoRNA
ENSG00000159674	4	1166932	1208962	SPON2	22	protein_coding
ENSG00000273179	4	1167778	1168174		1	lncRNA
ENSG00000307012	4	1200615	1203191		1	lncRNA
ENSG00000280927	4	1210120	1218591	CTBP1-AS	1	lncRNA
ENSG00000159692	4	1211445	1250333	CTBP1	22	protein_coding
ENSG00000196810	4	1248877	1288856	CTBP1-DT	26	lncRNA
ENSG00000305225	4	1251716	1254020		2	lncRNA
ENSG00000305208	4	1285828	1289782		2	lncRNA
ENSG00000090316	4	1289887	1340147	MAEA	20	protein_coding
ENSG00000163945	4	1345691	1395989	UVSSA	13	protein_coding
ENSG00000254094	4	1356581	1358075		1	lncRNA
ENSG00000253399	4	1358479	1359461		1	lncRNA
ENSG00000235608	4	1402932	1406442	NKX1-1	1	protein_coding
ENSG00000294591	4	1407582	1415274		1	lncRNA
ENSG00000294615	4	1414939	1415855		1	lncRNA
ENSG00000305933	4	1478929	1490609		2	lncRNA
ENSG00000306041	4	1501038	1503983		2	lncRNA
ENSG00000304166	4	1520389	1521786		1	lncRNA
ENSG00000272783	4	1550284	1550572		1	lncRNA
ENSG00000244459	4	1571029	1580564		6	lncRNA
ENSG00000174137	4	1617915	1684313	FAM53A	6	protein_coding
ENSG00000207009	4	1683420	1683529	Y_RNA	1	misc_RNA
ENSG00000163950	4	1692731	1712344	SLBP	6	protein_coding
ENSG00000013810	4	1712858	1745171	TACC3	17	protein_coding
ENSG00000168936	4	1715952	1721358	TMEM129	5	protein_coding
ENSG00000298459	4	1772279	1779139		2	lncRNA
ENSG00000298473	4	1776992	1778072		1	lncRNA
ENSG00000305534	4	1788935	1796540		2	lncRNA
ENSG00000068078	4	1793293	1808872	FGFR3	10	protein_coding
ENSG00000168924	4	1811479	1856156	LETM1	7	protein_coding
ENSG00000308909	4	1856349	1857762		1	lncRNA
ENSG00000109685	4	1871393	1982207	NSD2	31	protein_coding
ENSG00000249784	4	1974636	1974760	SCARNA22	1	scaRNA
ENSG00000185049	4	1982717	2041903	NELFA	15	protein_coding
ENSG00000284587	4	1986384	1986477	MIR943	1	miRNA
ENSG00000307280	4	1991985	1994059		2	lncRNA
ENSG00000243449	4	2041995	2043964	NICOL1	2	protein_coding
ENSG00000300193	4	2057932	2058622		1	lncRNA
ENSG00000185818	4	2059327	2069089	NAT8L	1	protein_coding
ENSG00000130997	4	2071918	2242121	POLN	13	protein_coding
ENSG00000290263	4	2078998	2242276		2	protein_coding
ENSG00000249006	4	2088718	2090617		1	processed_pseudogene
ENSG00000250623	4	2139673	2141058		1	lncRNA
ENSG00000214367	4	2227464	2242133	HAUS3	5	protein_coding
ENSG00000249047	4	2234251	2234499	COX6B1P5	1	processed_pseudogene
ENSG00000123933	4	2247432	2262109	MXD4	5	protein_coding
ENSG00000284276	4	2250077	2250156	MIR4800	1	miRNA
ENSG00000303113	4	2255708	2258031		1	lncRNA
ENSG00000302826	4	2262506	2263142		1	lncRNA
ENSG00000159733	4	2269582	2418651	ZFYVE28	11	protein_coding
ENSG00000251148	4	2295584	2319089		1	lncRNA
ENSG00000239247	4	2316197	2316506	RN7SL589P	1	misc_RNA
ENSG00000249077	4	2324467	2325082	SPICP5	1	processed_pseudogene
ENSG00000206113	4	2418955	2463002	CFAP99	5	protein_coding
ENSG00000063978	4	2462220	2515857	RNF4	21	protein_coding
ENSG00000248399	4	2463797	2464124		1	lncRNA
ENSG00000302317	4	2464522	2468939		4	lncRNA
ENSG00000251229	4	2505081	2506279		1	processed_pseudogene
ENSG00000290180	4	2512477	2625320		1	protein_coding
ENSG00000125386	4	2536647	2732573	FAM193A	11	protein_coding
ENSG00000248155	4	2607870	2608146		1	unprocessed_pseudogene
ENSG00000206738	4	2615124	2615224	Y_RNA	1	misc_RNA
ENSG00000168884	4	2741648	2756342	TNIP2	7	protein_coding
ENSG00000303384	4	2761698	2775699		3	lncRNA
ENSG00000306431	4	2784770	2792889		2	lncRNA
ENSG00000087266	4	2793023	2841291	SH3BP2	31	protein_coding
ENSG00000299505	4	2808089	2810667		1	lncRNA
ENSG00000296107	4	2835055	2843717		1	lncRNA
ENSG00000087274	4	2843844	2930076	ADD1	29	protein_coding
ENSG00000287099	4	2859983	2862673		1	lncRNA
ENSG00000109736	4	2930561	2934834	MFSD10	11	protein_coding
ENSG00000249673	4	2934876	2961738	NOP14-AS1	30	lncRNA
ENSG00000087269	4	2937933	2963406	NOP14	5	protein_coding
ENSG00000125388	4	2963571	3040760	GRK4	10	protein_coding
ENSG00000296061	4	3032987	3041504		1	lncRNA
ENSG00000197386	4	3041363	3243957	HTT	23	protein_coding
ENSG00000199335	4	3044101	3044207	RNU6-204P	1	snRNA
ENSG00000251075	4	3046139	3074624	HTT-AS	6	lncRNA
ENSG00000278778	4	3063472	3063701		1	misc_RNA
ENSG00000274693	4	3069977	3070151		1	misc_RNA
ENSG00000188981	4	3244369	3271738	MSANTD1	4	protein_coding
ENSG00000305871	4	3285756	3286471		1	lncRNA
ENSG00000296398	4	3291308	3292837		1	lncRNA
ENSG00000159788	4	3293021	3439913	RGS12	26	protein_coding
ENSG00000248840	4	3312512	3312835		1	transcribed_processed_pseudogene
ENSG00000293213	4	3312817	3313058		1	lncRNA
ENSG00000248843	4	3323977	3324762	RPL7AP29	1	processed_pseudogene
ENSG00000296277	4	3440798	3441821		1	lncRNA
ENSG00000109758	4	3441968	3449486	HGFAC	4	protein_coding
ENSG00000286900	4	3450089	3453280		1	lncRNA
ENSG00000175920	4	3463306	3501473	DOK7	7	protein_coding
ENSG00000163956	4	3503612	3532446	LRPAP1	6	protein_coding
ENSG00000270090	4	3544518	3548796		9	lncRNA
ENSG00000308464	4	3545155	3547313		1	lncRNA
ENSG00000216560	4	3576851	3590995	LINC00955	11	lncRNA
ENSG00000250681	4	3633029	3633975		1	lncRNA
ENSG00000305619	4	3640224	3644201		5	lncRNA
ENSG00000294067	4	3651678	3653930		4	lncRNA
ENSG00000250632	4	3673593	3677920	LINC02171	2	lncRNA
ENSG00000295891	4	3743754	3746554		1	lncRNA
ENSG00000250986	4	3758748	3763390	LINC02600	1	lncRNA
ENSG00000184160	4	3766348	3768526	ADRA2C	2	protein_coding
ENSG00000294286	4	3780632	3783165		4	lncRNA
ENSG00000305276	4	3847483	3849690		2	lncRNA
ENSG00000298017	4	3889262	3894080		1	lncRNA
ENSG00000251166	4	3889356	3890249	OR7E163P	1	transcribed_unprocessed_pseudogene
ENSG00000234386	4	3901566	3902594	OR7E162P	1	transcribed_unprocessed_pseudogene
ENSG00000253917	4	3901822	3956324		69	lncRNA
ENSG00000249522	4	3910283	3910604		1	processed_pseudogene
ENSG00000271977	4	3915187	3924274	EVA1CP2	1	transcribed_unprocessed_pseudogene
ENSG00000295948	4	3927474	4087112		132	lncRNA
ENSG00000251271	4	3935447	3942519	ALG1L7P	1	transcribed_unprocessed_pseudogene
ENSG00000290374	4	3941044	3956353	FAM86EP	83	lncRNA
ENSG00000251669	4	3943274	3955419	FAM86EP	1	transcribed_unprocessed_pseudogene
ENSG00000290888	4	3957276	4167128		31	lncRNA
ENSG00000250476	4	3967034	3967660	ENPP7P9	1	transcribed_processed_pseudogene
ENSG00000288589	4	3972360	3973254		1	lncRNA
ENSG00000243894	4	4076711	4077491	RPS3AP16	1	processed_pseudogene
ENSG00000250940	4	4086638	4086814		1	transcribed_processed_pseudogene
ENSG00000284727	4	4107280	4107497		1	transcribed_unprocessed_pseudogene
ENSG00000248669	4	4117925	4118284	VPS51P13	1	processed_pseudogene
ENSG00000198787	4	4126659	4127569	OR7E103P	1	unprocessed_pseudogene
ENSG00000250381	4	4143458	4150421	UNC93B4	1	transcribed_unprocessed_pseudogene
ENSG00000250710	4	4156522	4157443	OR7E99P	1	transcribed_unprocessed_pseudogene
ENSG00000298448	4	4174318	4183623		2	lncRNA
ENSG00000249844	4	4174319	4175238	OR7E43P	1	transcribed_unprocessed_pseudogene
ENSG00000163982	4	4188726	4226929	OTOP1	1	protein_coding
ENSG00000132406	4	4235542	4248223	TMEM128	2	protein_coding
ENSG00000289032	4	4248222	4249290		1	lncRNA
ENSG00000145220	4	4267701	4290154	LYAR	4	protein_coding
ENSG00000168826	4	4290251	4321786	ZBTB49	6	protein_coding
ENSG00000248516	4	4321941	4338353		4	lncRNA
ENSG00000168824	4	4348140	4419058	NSG1	11	protein_coding
ENSG00000168818	4	4415742	4542346	STX18	10	protein_coding
ENSG00000248221	4	4476121	4481700	STX18-IT1	1	lncRNA
ENSG00000237170	4	4507078	4507777	RPS7P15	1	processed_pseudogene
ENSG00000247708	4	4542090	4821468	STX18-AS1	38	lncRNA
ENSG00000307864	4	4560518	4582954		23	lncRNA
ENSG00000307910	4	4694219	4694786		1	lncRNA
ENSG00000307887	4	4761805	4763928		1	lncRNA
ENSG00000280310	4	4820405	4821452		1	TEC
ENSG00000273396	4	4844188	4850835	LINC01396	4	lncRNA
ENSG00000308794	4	4855028	4855720		1	lncRNA
ENSG00000308455	4	4856561	4870017		6	lncRNA
ENSG00000163132	4	4859665	4863936	MSX1	2	protein_coding
ENSG00000251587	4	4894182	4895173	LDHAP1	1	processed_pseudogene
ENSG00000308474	4	4914431	4920725		1	lncRNA
ENSG00000200761	4	4920770	4921064	RN7SKP113	1	misc_RNA
ENSG00000300857	4	4920803	5033925		2	lncRNA
ENSG00000300904	4	4922147	4923377		4	lncRNA
ENSG00000300877	4	4969576	4978340		1	lncRNA
ENSG00000170891	4	5014586	5019458	CYTL1	3	protein_coding
ENSG00000295539	4	5039622	5051483		19	lncRNA
ENSG00000152953	4	5051480	5500994	STK32B	8	protein_coding
ENSG00000298877	4	5201035	5203921		2	lncRNA
ENSG00000252266	4	5426885	5426984	Y_RNA	1	misc_RNA
ENSG00000309478	4	5437206	5437845		1	lncRNA
ENSG00000201496	4	5458581	5458881	RN7SKP275	1	misc_RNA
ENSG00000082929	4	5518179	5527801	LINC01587	7	lncRNA
ENSG00000173040	4	5542772	5709548	EVC2	4	protein_coding
ENSG00000072840	4	5711201	5814305	EVC	5	protein_coding
ENSG00000072832	4	5748084	5893086	CRMP1	6	protein_coding
ENSG00000289414	4	5890317	5891504		1	lncRNA
ENSG00000181215	4	5897373	6200555	C4orf50	3	protein_coding
ENSG00000263631	4	5923275	5923328	MIR378D1	1	miRNA
ENSG00000301975	4	6022948	6025042		2	lncRNA
ENSG00000152969	4	6026199	6200591	JAKMIP1	20	protein_coding
ENSG00000284684	4	6064977	6070162		1	protein_coding
ENSG00000287786	4	6178186	6184925		1	lncRNA
ENSG00000290803	4	6199709	6239937		11	lncRNA
ENSG00000251408	4	6202328	6206649		1	lncRNA
ENSG00000249896	4	6227614	6229867	JAKMIP1-DT	1	transcribed_unprocessed_pseudogene
ENSG00000288588	4	6245563	6261639		2	lncRNA
ENSG00000109501	4	6269849	6303265	WFS1	15	protein_coding
ENSG00000286176	4	6292369	6308636		3	lncRNA
ENSG00000074211	4	6320578	6563600	PPP2R2C	9	protein_coding
ENSG00000295681	4	6561960	6569494		4	lncRNA
ENSG00000013288	4	6575189	6623362	MAN2B2	5	protein_coding
ENSG00000310372	4	6616952	6640576		3	lncRNA
ENSG00000179010	4	6640091	6642729	MRFAP1	4	protein_coding
ENSG00000251580	4	6648695	6673965	LINC02482	13	lncRNA
ENSG00000284847	4	6658690	6658981		1	unprocessed_pseudogene
ENSG00000170846	4	6663396	6676755	MRFAP1L2	4	protein_coding
ENSG00000246526	4	6680936	6693673	LINC02481	5	lncRNA
ENSG00000295898	4	6688998	6693304		1	lncRNA
ENSG00000279859	4	6691995	6692970		2	TEC
ENSG00000163993	4	6693878	6697170	S100P	2	protein_coding
ENSG00000282742	4	6697861	6698809		1	TEC
ENSG00000178988	4	6707701	6709865	MRFAP1L1	2	protein_coding
ENSG00000295491	4	6709967	6715336		1	lncRNA
ENSG00000186222	4	6716174	6717664	BLOC1S4	1	protein_coding
ENSG00000309165	4	6727331	6728158		1	lncRNA
ENSG00000307875	4	6759346	6762105		2	lncRNA
ENSG00000287331	4	6763283	6767663		3	lncRNA
ENSG00000305966	4	6771518	6772943		1	lncRNA
ENSG00000170871	4	6781375	6884170	KIAA0232	5	protein_coding
ENSG00000304697	4	6785324	6785704		1	lncRNA
ENSG00000301554	4	6880663	6902027		3	lncRNA
ENSG00000132405	4	6909242	7033118	TBC1D14	9	protein_coding
ENSG00000298757	4	6942724	6944304		1	lncRNA
ENSG00000287104	4	6985913	6987079		2	lncRNA
ENSG00000187904	4	6995341	6998958		1	lncRNA
ENSG00000202392	4	6997012	6997328	RN7SKP292	1	misc_RNA
ENSG00000245748	4	7030347	7046231		2	lncRNA
ENSG00000173013	4	7040849	7043001	CFAP184	1	protein_coding
ENSG00000173011	4	7041899	7057952	TADA2B	5	protein_coding
ENSG00000109519	4	7058671	7068085	GRPEL1	7	protein_coding
ENSG00000306685	4	7068379	7069569		1	lncRNA
ENSG00000294523	4	7071311	7073011		1	lncRNA
ENSG00000245468	4	7093776	7103843	LINC02447	7	lncRNA
ENSG00000200867	4	7112088	7112399	RN7SKP36	1	misc_RNA
ENSG00000294745	4	7127182	7127901		1	lncRNA
ENSG00000184985	4	7192538	7742827	SORCS2	3	protein_coding
ENSG00000293769	4	7250863	7267112		6	lncRNA
ENSG00000264658	4	7310450	7310524	MIR4798	1	miRNA
ENSG00000178597	4	7430285	7434930	PSAPL1	1	protein_coding
ENSG00000266690	4	7460028	7460118	MIR4274	1	miRNA
ENSG00000296282	4	7560239	7563747		1	lncRNA
ENSG00000299251	4	7651592	7654129		4	lncRNA
ENSG00000272620	4	7754077	7778928	AFAP1-AS1	2	lncRNA
ENSG00000196526	4	7758714	7939926	AFAP1	10	protein_coding
ENSG00000287164	4	7793479	7808053		4	lncRNA
ENSG00000296635	4	7828553	7830583		1	lncRNA
ENSG00000228919	4	7939001	7940296		2	lncRNA
ENSG00000163995	4	7965310	8158832	ABLIM2	17	protein_coding
ENSG00000207807	4	8005301	8005381	MIR95	1	miRNA
ENSG00000303065	4	8019873	8023797		1	lncRNA
ENSG00000273267	4	8022665	8023126		1	lncRNA
ENSG00000251460	4	8066368	8068258		1	lncRNA
ENSG00000295951	4	8076576	8086250		1	lncRNA
ENSG00000290015	4	8159014	8160134		1	lncRNA
ENSG00000250471	4	8174421	8174999	GMPSP1	1	processed_pseudogene
ENSG00000125089	4	8182072	8241803	SH3TC1	28	protein_coding
ENSG00000298837	4	8268600	8270268		2	lncRNA
ENSG00000170801	4	8269754	8307098	HTRA3	2	protein_coding
ENSG00000308205	4	8316078	8316870		1	lncRNA
ENSG00000249145	4	8320105	8327165	LINC02517	30	lncRNA
ENSG00000251615	4	8355090	8358338		1	lncRNA
ENSG00000087008	4	8366282	8440723	ACOX3	8	protein_coding
ENSG00000202054	4	8393015	8393124	RNA5SP152	1	rRNA_pseudogene
ENSG00000155275	4	8436140	8493531	TRMT44	9	protein_coding
ENSG00000251186	4	8453410	8454942		1	lncRNA
ENSG00000205959	4	8482270	8516759		3	lncRNA
ENSG00000295364	4	8546070	8549461		2	lncRNA
ENSG00000302633	4	8556081	8558610		5	lncRNA
ENSG00000155269	4	8558725	8619761	GPR78	7	protein_coding
ENSG00000109625	4	8592660	8619759	CPZ	9	protein_coding
ENSG00000250915	4	8745391	8747749		6	lncRNA
ENSG00000215612	4	8846076	8871839	HMX1	2	protein_coding
ENSG00000258507	4	8858715	8860827		1	lncRNA
ENSG00000197468	4	8949630	8950559	OR7E85BP	1	unprocessed_pseudogene
ENSG00000249272	4	8959628	8963981	UNC93B8	1	unprocessed_pseudogene
ENSG00000295825	4	8975044	8981959		1	lncRNA
ENSG00000250804	4	8981436	8982360	OR7E111FP	1	transcribed_unprocessed_pseudogene
ENSG00000249347	4	8990455	8990806	VPS51P7	1	processed_pseudogene
ENSG00000287972	4	9000668	9092530		8	lncRNA
ENSG00000284636	4	9000841	9001058		1	transcribed_unprocessed_pseudogene
ENSG00000288075	4	9016552	9381426		74	lncRNA
ENSG00000271057	4	9020857	9021161		1	transcribed_processed_pseudogene
ENSG00000251313	4	9030286	9031066		1	processed_pseudogene
ENSG00000250342	4	9051842	9052051	SNRPCP16	1	processed_pseudogene
ENSG00000249767	4	9079023	9141608	ENPP7P10	1	unprocessed_pseudogene
ENSG00000305487	4	9102708	9131277		2	lncRNA
ENSG00000305501	4	9153240	9159671		2	lncRNA
ENSG00000163612	4	9153296	9165451	FAM86KP	1	transcribed_unprocessed_pseudogene
ENSG00000305516	4	9153894	9154704		1	lncRNA
ENSG00000250268	4	9166297	9170270	ALG1L14P	1	unprocessed_pseudogene
ENSG00000229924	4	9170409	9176730	FAM90A26	1	protein_coding
ENSG00000231396	4	9210657	9212249	USP17L10	1	protein_coding
ENSG00000233136	4	9215405	9216997	USP17L11	1	protein_coding
ENSG00000227551	4	9220152	9221744	USP17L12	1	protein_coding
ENSG00000232399	4	9224896	9226488	USP17L13	1	protein_coding
ENSG00000249482	4	9229641	9231233	USP17L14P	1	unprocessed_pseudogene
ENSG00000223569	4	9234385	9236046	USP17L15	1	protein_coding
ENSG00000250231	4	9239130	9240722	USP17L16P	1	unprocessed_pseudogene
ENSG00000249104	4	9243879	9245471	USP17L17	1	protein_coding
ENSG00000250844	4	9248630	9250222	USP17L18	1	protein_coding
ENSG00000248920	4	9253378	9254970	USP17L19	1	protein_coding
ENSG00000250745	4	9258124	9259716	USP17L20	1	protein_coding
ENSG00000249811	4	9262872	9264464	USP17L21	1	protein_coding
ENSG00000248933	4	9267619	9269211	USP17L22	1	protein_coding
ENSG00000250913	4	9272364	9272914	USP17L23	1	protein_coding
ENSG00000232264	4	9325165	9326757	USP17L24	1	protein_coding
ENSG00000230430	4	9329911	9331503	USP17L25	1	protein_coding
ENSG00000229579	4	9334658	9336250	USP17L26	1	protein_coding
ENSG00000227140	4	9339403	9340995	USP17L5	1	protein_coding
ENSG00000235780	4	9344148	9345740	USP17L27	1	protein_coding
ENSG00000231051	4	9348893	9350485	USP17L28	1	protein_coding
ENSG00000231637	4	9353638	9355230	USP17L29	1	protein_coding
ENSG00000251694	4	9358383	9359975	USP17L9P	1	unprocessed_pseudogene
ENSG00000228856	4	9363129	9364721	USP17L30	1	protein_coding
ENSG00000205946	4	9367874	9369070	USP17L6P	1	unprocessed_pseudogene
ENSG00000301468	4	9383474	9393806		1	lncRNA
ENSG00000219492	4	9384017	9388983		1	transcribed_unprocessed_pseudogene
ENSG00000188438	4	9399204	9403565	DEFB108F	1	unprocessed_pseudogene
ENSG00000252307	4	9411178	9411253	RNA5SP153	1	rRNA_pseudogene
ENSG00000232773	4	9422313	9429702	DEFB130D	1	unprocessed_pseudogene
ENSG00000186146	4	9444414	9450666	DEFB131A	1	protein_coding
ENSG00000248364	4	9459255	9460244	OR7E86P	1	unprocessed_pseudogene
ENSG00000284689	4	9468974	9469983	OR7E84P	1	unprocessed_pseudogene
ENSG00000250884	4	9483718	9484702	OR7E85P	1	unprocessed_pseudogene
ENSG00000251624	4	9493736	9498066	UNC93B7	1	transcribed_unprocessed_pseudogene
ENSG00000301708	4	9495695	9513938		2	lncRNA
ENSG00000249866	4	9512905	9513874	OR7E83P	1	transcribed_unprocessed_pseudogene
ENSG00000249443	4	9521910	9522276	VPS51P18	1	processed_pseudogene
ENSG00000304497	4	9531898	9690556		22	lncRNA
ENSG00000284648	4	9532429	9532647		1	transcribed_unprocessed_pseudogene
ENSG00000287117	4	9547796	9708178		158	lncRNA
ENSG00000242034	4	9553614	9553985		1	transcribed_processed_pseudogene
ENSG00000221275	4	9556168	9556316	MIR548I2	1	miRNA
ENSG00000244004	4	9563171	9563950	RPS3AP19	1	processed_pseudogene
ENSG00000249799	4	9583942	9584131	SNRPCP13	1	processed_pseudogene
ENSG00000250942	4	9677308	9677934	ENPP7P11	1	transcribed_processed_pseudogene
ENSG00000304573	4	9691502	9704341		8	lncRNA
ENSG00000186234	4	9692495	9702954	FAM86MP	1	transcribed_unprocessed_pseudogene
ENSG00000251087	4	9703754	9710812	ALG1L3P	1	transcribed_unprocessed_pseudogene
ENSG00000301897	4	9711252	9755489		3	lncRNA
ENSG00000203436	4	9711953	9712233	Metazoa_SRP	1	misc_RNA
ENSG00000249563	4	9733370	9742361	EVA1CP1	1	transcribed_unprocessed_pseudogene
ENSG00000250425	4	9754898	9755778	OR7E35P	1	transcribed_unprocessed_pseudogene
ENSG00000294308	4	9763314	9764335		1	lncRNA
ENSG00000109667	4	9771153	10054936	SLC2A9	13	protein_coding
ENSG00000169676	4	9781634	9784009	DRD5	1	protein_coding
ENSG00000252002	4	9792751	9792861	RNA5SP154	1	rRNA_pseudogene
ENSG00000249219	4	9922814	9924146		1	lncRNA
ENSG00000309984	5	25082	51081		5	lncRNA
ENSG00000310038	5	51056	52116		1	lncRNA
ENSG00000310020	5	51430	54131		2	lncRNA
ENSG00000310001	5	53977	79767		1	lncRNA
ENSG00000250020	5	58198	58915	SPICP4	1	processed_pseudogene
ENSG00000153404	5	92168	189972	PLEKHG4B	4	protein_coding
ENSG00000199540	5	144087	144197	Y_RNA	1	misc_RNA
ENSG00000185028	5	191495	196334	LRRC14B	1	protein_coding
ENSG00000307807	5	192716	194509		1	lncRNA
ENSG00000261434	5	195778	196341		1	lncRNA
ENSG00000164366	5	196868	218153	CCDC127	2	protein_coding
ENSG00000260774	5	213898	217279		1	lncRNA
ENSG00000286001	5	218298	314955		1	protein_coding
ENSG00000073578	5	218303	257082	SDHA	19	protein_coding
ENSG00000248925	5	269295	290834	PDCD6-DT	3	lncRNA
ENSG00000249915	5	271621	314974	PDCD6	12	protein_coding
ENSG00000288622	5	271670	438291	PDCD6-AHRR	3	protein_coding
ENSG00000250848	5	288833	290321	PPP4R2P1	1	transcribed_processed_pseudogene
ENSG00000063438	5	321714	438291	AHRR	11	protein_coding
ENSG00000214278	5	403731	404546		1	processed_pseudogene
ENSG00000250645	5	418703	419109		1	processed_pseudogene
ENSG00000221990	5	441498	443160	EXOC3-AS1	1	lncRNA
ENSG00000180104	5	443175	471937	EXOC3	10	protein_coding
ENSG00000188242	5	466124	473098	SLC9A3-OT1	4	lncRNA
ENSG00000066230	5	470456	524449	SLC9A3	4	protein_coding
ENSG00000225138	5	473236	480884	SLC9A3-AS1	13	lncRNA
ENSG00000250385	5	524109	527448		2	lncRNA
ENSG00000264233	5	535840	535882	MIR4456	1	miRNA
ENSG00000249650	5	571564	612231	CEP72-DT	14	lncRNA
ENSG00000301922	5	607639	609357		2	lncRNA
ENSG00000112877	5	612340	667168	CEP72	4	protein_coding
ENSG00000171368	5	659862	693352	TPPP	1	protein_coding
ENSG00000271781	5	675826	676616		1	lncRNA
ENSG00000289088	5	693493	694831		2	lncRNA
ENSG00000206077	5	710355	784729	ZDHHC11B	7	protein_coding
ENSG00000249908	5	767382	768930	BRD9P2	1	transcribed_unprocessed_pseudogene
ENSG00000285522	5	770005	770113		1	transcribed_unprocessed_pseudogene
ENSG00000305707	5	776794	777587		1	lncRNA
